Human Chimpanzee Gorilla Orangutan Macaque
ENSG00000163344 ENSPTRG00000001393 ENSGGOG00000012840 ENSPPYG00000000772 ENSMMUG00000002027
ENSG00000175691 ENSPTRG00000010249 ENSGGOG00000010217 ENSPPYG00000009361 ENSMMUG00000008458
ENSG00000144488 ENSPTRG00000013083 ENSGGOG00000000092 ENSPPYG00000013317 ENSMMUG00000018486
ENSG00000160392 ENSPTRG00000010993 ENSGGOG00000011010 ENSPPYG00000009987 ENSMMUG00000008946
ENSG00000106459 ENSPTRG00000019683 ENSGGOG00000010726 ENSPPYG00000017996 ENSMMUG00000014850
ENSG00000170525 ENSPTRG00000002267 ENSGGOG00000008683 ENSPPYG00000002068 ENSMMUG00000010596
ENSG00000101160 ENSPTRG00000013679 ENSGGOG00000016618 ENSPPYG00000011179 ENSMMUG00000015391
ENSG00000102081 ENSPTRG00000022349 ENSGGOG00000010373 ENSPPYG00000020797 ENSMMUG00000015814
ENSG00000008869 ENSPTRG00000011831 ENSGGOG00000005010 ENSPPYG00000012495 ENSMMUG00000014939
ENSG00000186575 ENSPTRG00000014227 ENSGGOG00000003781 ENSPPYG00000011694 ENSMMUG00000010311
ENSG00000137274 ENSPTRG00000017673 ENSGGOG00000012596 ENSPPYG00000016179 ENSMMUG00000008483
ENSG00000118961 ENSPTRG00000011698 ENSGGOG00000000226 ENSPPYG00000012613 ENSMMUG00000003355
ENSG00000099260 ENSPTRG00000000995 ENSGGOG00000017060 ENSPPYG00000001126 ENSMMUG00000016335
ENSG00000198837 ENSPTRG00000001365 ENSGGOG00000003845 ENSPPYG00000000795 ENSMMUG00000005002
ENSG00000198795 ENSPTRG00000022783 ENSGGOG00000027325 ENSPPYG00000009074 ENSMMUG00000008600
ENSG00000107077 ENSPTRG00000023432 ENSGGOG00000000506 ENSPPYG00000019222 ENSMMUG00000015985
ENSG00000183963 ENSPTRG00000014259 ENSGGOG00000002628 ENSPPYG00000011725 ENSMMUG00000004675
ENSG00000011478 ENSPTRG00000011163 ENSGGOG00000002353 ENSPPYG00000010130 ENSMMUG00000006940
ENSG00000105668 ENSPTRG00000010855 ENSGGOG00000004770 ENSPPYG00000009874 ENSMMUG00000006711
ENSG00000140675 ENSPTRG00000008049 ENSGGOG00000004456 ENSPPYG00000007724 ENSMMUG00000000897
ENSG00000196235 ENSPTRG00000010971 ENSGGOG00000014425 ENSPPYG00000009968 ENSMMUG00000019372
ENSG00000130811 ENSPTRG00000010460 ENSGGOG00000005434 ENSPPYG00000009544 ENSMMUG00000017217
ENSG00000160161 ENSPTRG00000010743 ENSGGOG00000005993 ENSPPYG00000009773 ENSMMUG00000011352
ENSG00000007392 ENSPTRG00000007533 ENSGGOG00000016488 ENSPPYG00000006901 ENSMMUG00000000596
ENSG00000126353 ENSPTRG00000009125 ENSGGOG00000016340 ENSPPYG00000008457 ENSMMUG00000002102
ENSG00000113369 ENSPTRG00000017072 ENSGGOG00000004294 ENSPPYG00000015628 ENSMMUG00000003569
ENSG00000071553 ENSPTRG00000022435 ENSGGOG00000013466 ENSPPYG00000020877 ENSMMUG00000005501
ENSG00000187257 ENSPTRG00000019338 ENSGGOG00000007057 ENSPPYG00000017870 ENSMMUG00000009006
ENSG00000144339 ENSPTRG00000012756 ENSGGOG00000007989 ENSPPYG00000013032 ENSMMUG00000001475
ENSG00000072803 ENSPTRG00000017526 ENSGGOG00000007880 ENSPPYG00000016040 ENSMMUG00000016008
ENSG00000075142 ENSPTRG00000019376 ENSGGOG00000000796 ENSPPYG00000017838 ENSMMUG00000022696
ENSG00000168003 ENSPTRG00000003794 ENSGGOG00000011233 ENSPPYG00000003140 ENSMMUG00000020354
ENSG00000116254 ENSPTRG00000000075 ENSGGOG00000000708 ENSPPYG00000001952 ENSMMUG00000016838
ENSG00000143869 ENSPTRG00000011697 ENSGGOG00000000225 ENSPPYG00000012614 ENSMMUG00000003354
ENSG00000124177 ENSPTRG00000013504 ENSGGOG00000013123 ENSPPYG00000011016 ENSMMUG00000020458
ENSG00000147041 ENSPTRG00000021795 ENSGGOG00000002396 ENSPPYG00000020243 ENSMMUG00000013131
ENSG00000105552 ENSPTRG00000011258 ENSGGOG00000003564 ENSPPYG00000010215 ENSMMUG00000010079
ENSG00000085224 ENSPTRG00000022047 ENSGGOG00000024999 ENSPPYG00000020491 ENSMMUG00000022574
ENSG00000177125 ENSPTRG00000021380 ENSGGOG00000011339 ENSPPYG00000019616 ENSMMUG00000013641
ENSG00000175764 ENSPTRG00000021318 ENSGGOG00000000556 ENSPPYG00000019567 ENSMMUG00000014477
ENSG00000180697 ENSPTRG00000015337 ENSGGOG00000014017 ENSPPYG00000013450 ENSMMUG00000004203
ENSG00000103253 ENSPTRG00000007560 ENSGGOG00000013934 ENSPPYG00000006929 ENSMMUG00000006453
ENSG00000163879 ENSPTRG00000000548 ENSGGOG00000007698 ENSPPYG00000001530 ENSMMUG00000008418
ENSG00000165105 ENSPTRG00000021052 ENSGGOG00000006651 ENSPPYG00000019320 ENSMMUG00000005988
ENSG00000110911 ENSPTRG00000004946 ENSGGOG00000008973 ENSPPYG00000004519 ENSMMUG00000022961
ENSG00000160949 ENSPTRG00000020702 ENSGGOG00000016222 ENSPPYG00000018976 ENSMMUG00000002655
ENSG00000145247 ENSPTRG00000016048 ENSGGOG00000013778 ENSPPYG00000014722 ENSMMUG00000014869
ENSG00000095485 ENSPTRG00000002843 ENSGGOG00000005525 ENSPPYG00000002563 ENSMMUG00000018472
ENSG00000164294 ENSPTRG00000016873 ENSGGOG00000012680 ENSPPYG00000015467 ENSMMUG00000001604
ENSG00000104728 ENSPTRG00000019942 ENSGGOG00000011064 ENSPPYG00000018308 ENSMMUG00000009472
ENSG00000188716 ENSPTRG00000002653 ENSGGOG00000011019 ENSPPYG00000002317 ENSMMUG00000020221
ENSG00000109944 ENSPTRG00000004402 ENSGGOG00000006104 ENSPPYG00000003985 ENSMMUG00000015731
ENSG00000097033 ENSPTRG00000000925 ENSGGOG00000014022 ENSPPYG00000001185 ENSMMUG00000013487
ENSG00000132589 ENSPTRG00000008939 ENSGGOG00000015958 ENSPPYG00000008114 ENSMMUG00000012523
ENSG00000145439 ENSPTRG00000016585 ENSGGOG00000024424 ENSPPYG00000015188 ENSMMUG00000015921
ENSG00000153113 ENSPTRG00000017093 ENSGGOG00000009283 ENSPPYG00000015649 ENSMMUG00000002062
ENSG00000181143 ENSPTRG00000010435 ENSGGOG00000026634 ENSPPYG00000009516 ENSMMUG00000015488
ENSG00000139329 ENSPTRG00000005289 ENSGGOG00000028361 ENSPPYG00000004825 ENSMMUG00000016995
ENSG00000108474 ENSPTRG00000008809 ENSGGOG00000002753 ENSPPYG00000008014 ENSMMUG00000030296
ENSG00000124479 ENSPTRG00000021818 ENSGGOG00000013536 ENSPPYG00000020265 ENSMMUG00000018001
ENSG00000164338 ENSPTRG00000016982 ENSGGOG00000003301 ENSPPYG00000015550 ENSMMUG00000023514
ENSG00000163918 ENSPTRG00000015719 ENSGGOG00000005875 ENSPPYG00000014385 ENSMMUG00000003704
ENSG00000145949 ENSPTRG00000017665 ENSGGOG00000004856 ENSPPYG00000016170 ENSMMUG00000007144
ENSG00000106477 ENSPTRG00000019697 ENSGGOG00000002423 ENSPPYG00000018005 ENSMMUG00000009496
ENSG00000082074 ENSPTRG00000016813 ENSGGOG00000001364 ENSPPYG00000015415 ENSMMUG00000021218
ENSG00000137692 ENSPTRG00000004223 ENSGGOG00000028011 ENSPPYG00000003816 ENSMMUG00000007008
ENSG00000141664 ENSPTRG00000010076 ENSGGOG00000002966 ENSPPYG00000009208 ENSMMUG00000004434
ENSG00000125304 ENSPTRG00000005997 ENSGGOG00000008344 ENSPPYG00000005468 ENSMMUG00000019556
ENSG00000129071 ENSPTRG00000015377 ENSGGOG00000010698 ENSPPYG00000013417 ENSMMUG00000012723
ENSG00000145936 ENSPTRG00000017518 ENSGGOG00000007162 ENSPPYG00000016033 ENSMMUG00000022581
ENSG00000203872 ENSPTRG00000029521 ENSGGOG00000011603 ENSPPYG00000016826 ENSMMUG00000022466
ENSG00000139053 ENSPTRG00000004730 ENSGGOG00000008766 ENSPPYG00000004330 ENSMMUG00000001009
ENSG00000163026 ENSPTRG00000011707 ENSGGOG00000015146 ENSPPYG00000012605 ENSMMUG00000012340
ENSG00000187840 ENSPTRG00000022700 ENSGGOG00000024560 ENSPPYG00000018518 ENSMMUG00000002342
ENSG00000054277 ENSPTRG00000002165 ENSGGOG00000025457 ENSPPYG00000000069 ENSMMUG00000005669
ENSG00000101544 ENSPTRG00000010138 ENSGGOG00000003551 ENSPPYG00000009265 ENSMMUG00000013710
ENSG00000137960 ENSPTRG00000000890 ENSGGOG00000004987 ENSPPYG00000001218 ENSMMUG00000002904
ENSG00000161649 ENSPTRG00000009253 ENSGGOG00000009027 ENSPPYG00000008351 ENSMMUG00000013263
ENSG00000100345 ENSPTRG00000014309 ENSGGOG00000001852 ENSPPYG00000011770 ENSMMUG00000006101
ENSG00000073536 ENSPTRG00000009012 ENSGGOG00000000368 ENSPPYG00000008180 ENSMMUG00000000751
ENSG00000147576 ENSPTRG00000020306 ENSGGOG00000000157 ENSPPYG00000018638 ENSMMUG00000000887
ENSG00000129152 ENSPTRG00000003406 ENSGGOG00000008222 ENSPPYG00000003449 ENSMMUG00000006400
ENSG00000056097 ENSPTRG00000016771 ENSGGOG00000016302 ENSPPYG00000015378 ENSMMUG00000001317
ENSG00000099800 ENSPTRG00000010237 ENSGGOG00000003459 ENSPPYG00000009352 ENSMMUG00000001191
ENSG00000138207 ENSPTRG00000002768 ENSGGOG00000008167 ENSPPYG00000002493 ENSMMUG00000014711
ENSG00000006015 ENSPTRG00000010715 ENSGGOG00000026716 ENSPPYG00000009747 ENSMMUG00000000159
ENSG00000009724 ENSPTRG00000000137 ENSGGOG00000015360 ENSPPYG00000001893 ENSMMUG00000007459
ENSG00000142634 ENSPTRG00000000196 ENSGGOG00000006667 ENSPPYG00000001847 ENSMMUG00000005951
ENSG00000138035 ENSPTRG00000011934 ENSGGOG00000006867 ENSPPYG00000012399 ENSMMUG00000007003
ENSG00000005156 ENSPTRG00000009008 ENSGGOG00000025637 ENSPPYG00000008176 ENSMMUG00000004794
ENSG00000101194 ENSPTRG00000013727 ENSGGOG00000001599 ENSPPYG00000011222 ENSMMUG00000005713
ENSG00000166246 ENSPTRG00000007726 ENSGGOG00000010948 ENSPPYG00000007068 ENSMMUG00000014311
ENSG00000149573 ENSPTRG00000004337 ENSGGOG00000023009 ENSPPYG00000003928 ENSMMUG00000023595
ENSG00000078804 ENSPTRG00000013420 ENSGGOG00000004118 ENSPPYG00000010940 ENSMMUG00000010714
ENSG00000134317 ENSPTRG00000011643 ENSGGOG00000002692 ENSPPYG00000012661 ENSMMUG00000001535
ENSG00000010256 ENSPTRG00000014892 ENSGGOG00000007193 ENSPPYG00000013898 ENSMMUG00000014705
ENSG00000172795 ENSPTRG00000017139 ENSGGOG00000014412 ENSPPYG00000016151 ENSMMUG00000013553
ENSG00000159251 ENSPTRG00000006890 ENSGGOG00000023984 ENSPPYG00000006318 ENSMMUG00000007027
ENSG00000137878 ENSPTRG00000007112 ENSGGOG00000012125 ENSPPYG00000006507 ENSMMUG00000012690
ENSG00000006837 ENSPTRG00000017239 ENSGGOG00000002228 ENSPPYG00000015785 ENSMMUG00000016639
ENSG00000151012 ENSPTRG00000016446 ENSGGOG00000005762 ENSPPYG00000015066 ENSMMUG00000020317
ENSG00000107338 ENSPTRG00000020955 ENSGGOG00000014130 ENSPPYG00000019052 ENSMMUG00000008670
ENSG00000074416 ENSPTRG00000015348 ENSGGOG00000000179 ENSPPYG00000013440 ENSMMUG00000000168
ENSG00000135477 ENSPTRG00000004970 ENSGGOG00000006602 ENSPPYG00000004541 ENSMMUG00000010165
ENSG00000178252 ENSPTRG00000014905 ENSGGOG00000001268 ENSPPYG00000013887 ENSMMUG00000005649
ENSG00000084453 ENSPTRG00000004755 ENSGGOG00000010721 ENSPPYG00000004350 ENSMMUG00000008584
ENSG00000120251 ENSPTRG00000016548 ENSGGOG00000012673 ENSPPYG00000015153 ENSMMUG00000018272
ENSG00000144331 ENSPTRG00000012696 ENSGGOG00000008716 ENSPPYG00000012984 ENSMMUG00000003855
ENSG00000121644 ENSPTRG00000002180 ENSGGOG00000009797 ENSPPYG00000000055 ENSMMUG00000022310
ENSG00000179958 ENSPTRG00000008001 ENSGGOG00000025004 ENSPPYG00000007273 ENSMMUG00000015520
ENSG00000154277 ENSPTRG00000016009 ENSGGOG00000008809 ENSPPYG00000014691 ENSMMUG00000013071
ENSG00000130348 ENSPTRG00000018462 ENSGGOG00000008261 ENSPPYG00000016883 ENSMMUG00000008330
ENSG00000062282 ENSPTRG00000004087 ENSGGOG00000002910 ENSPPYG00000003694 ENSMMUG00000000185
ENSG00000157613 ENSPTRG00000003543 ENSGGOG00000015181 ENSPPYG00000003324 ENSMMUG00000018571
ENSG00000131471 ENSPTRG00000030952 ENSGGOG00000007997 ENSPPYG00000008370 ENSMMUG00000001871
ENSG00000133111 ENSPTRG00000005787 ENSGGOG00000025564 ENSPPYG00000005284 ENSMMUG00000009913
ENSG00000170788 ENSPTRG00000002683 ENSGGOG00000002717 ENSPPYG00000002289 ENSMMUG00000015210
ENSG00000162063 ENSPTRG00000007649 ENSGGOG00000011877 ENSPPYG00000006998 ENSMMUG00000000001
ENSG00000099284 ENSPTRG00000002581 ENSGGOG00000005947 ENSPPYG00000002377 ENSMMUG00000006395
ENSG00000181467 ENSPTRG00000015544 ENSGGOG00000006464 ENSPPYG00000014220 ENSMMUG00000015779
ENSG00000116198 ENSPTRG00000000069 ENSGGOG00000013439 ENSPPYG00000001959 ENSMMUG00000015173
ENSG00000167535 ENSPTRG00000004886 ENSGGOG00000015239 ENSPPYG00000004467 ENSMMUG00000008430
ENSG00000186522 ENSPTRG00000012338 ENSGGOG00000013659 ENSPPYG00000012144 ENSMMUG00000017177
ENSG00000116885 ENSPTRG00000000540 ENSGGOG00000007041 ENSPPYG00000001538 ENSMMUG00000020432
ENSG00000069702 ENSPTRG00000000952 ENSGGOG00000000922 ENSPPYG00000001160 ENSMMUG00000001742
ENSG00000110244 ENSPTRG00000004314 ENSGGOG00000028447 ENSPPYG00000003902 ENSMMUG00000016125
ENSG00000117971 ENSPTRG00000007348 ENSGGOG00000010462 ENSPPYG00000006702 ENSMMUG00000007541
ENSG00000132394 ENSPTRG00000015353 ENSGGOG00000001445 ENSPPYG00000013436 ENSMMUG00000018663
ENSG00000086758 ENSPTRG00000021930 ENSGGOG00000014342 ENSPPYG00000020377 ENSMMUG00000006362
ENSG00000214226 ENSPTRG00000033857 ENSGGOG00000001806 ENSPPYG00000008251 ENSMMUG00000030165
ENSG00000156709 ENSPTRG00000022265 ENSGGOG00000007635 ENSPPYG00000020712 ENSMMUG00000004954
ENSG00000138079 ENSPTRG00000011883 ENSGGOG00000011896 ENSPPYG00000012450 ENSMMUG00000006310
ENSG00000136750 ENSPTRG00000002372 ENSGGOG00000006775 ENSPPYG00000002160 ENSMMUG00000012233
ENSG00000141096 ENSPTRG00000008256 ENSGGOG00000012625 ENSPPYG00000007479 ENSMMUG00000029101
ENSG00000184260 ENSPTRG00000030411 ENSGGOG00000002953 ENSPPYG00000000916 ENSMMUG00000031744
ENSG00000137821 ENSPTRG00000007236 ENSGGOG00000013950 ENSPPYG00000006606 ENSMMUG00000015086
ENSG00000066279 ENSPTRG00000001807 ENSGGOG00000025635 ENSPPYG00000000389 ENSMMUG00000000245
ENSG00000106336 ENSPTRG00000019496 ENSGGOG00000023939 ENSPPYG00000017419 ENSMMUG00000015309
ENSG00000148604 ENSPTRG00000002695 ENSGGOG00000012798 ENSPPYG00000002275 ENSMMUG00000000661
ENSG00000095209 ENSPTRG00000021226 ENSGGOG00000007210 ENSPPYG00000019474 ENSMMUG00000002672
ENSG00000135821 ENSPTRG00000001751 ENSGGOG00000024712 ENSPPYG00000000440 ENSMMUG00000022884
ENSG00000160813 ENSPTRG00000019488 ENSGGOG00000005377 ENSPPYG00000017412 ENSMMUG00000012728
ENSG00000164129 ENSPTRG00000016562 ENSGGOG00000004465 ENSPPYG00000015165 ENSMMUG00000020242
ENSG00000170820 ENSPTRG00000011914 ENSGGOG00000014436 ENSPPYG00000012418 ENSMMUG00000017196
ENSG00000102174 ENSPTRG00000021737 ENSGGOG00000003961 ENSPPYG00000020183 ENSMMUG00000023589
ENSG00000164171 ENSPTRG00000016860 ENSGGOG00000001285 ENSPPYG00000015452 ENSMMUG00000020448
ENSG00000198825 ENSPTRG00000022873 ENSGGOG00000005991 ENSPPYG00000002706 ENSMMUG00000009558
ENSG00000136485 ENSPTRG00000009515 ENSGGOG00000016861 ENSPPYG00000008525 ENSMMUG00000018088
ENSG00000167779 ENSPTRG00000005001 ENSGGOG00000003143 ENSPPYG00000004567 ENSMMUG00000020338
ENSG00000138617 ENSPTRG00000007178 ENSGGOG00000022851 ENSPPYG00000006565 ENSMMUG00000005749
ENSG00000163638 ENSPTRG00000015082 ENSGGOG00000015540 ENSPPYG00000013740 ENSMMUG00000000265
ENSG00000152492 ENSPTRG00000015745 ENSGGOG00000011521 ENSPPYG00000014410 ENSMMUG00000015330
ENSG00000121053 ENSPTRG00000009446 ENSGGOG00000003135 ENSPPYG00000008237 ENSMMUG00000011973
ENSG00000101132 ENSPTRG00000013641 ENSGGOG00000027337 ENSPPYG00000025840 ENSMMUG00000017300
ENSG00000184647 ENSPTRG00000019975 ENSGGOG00000004280 ENSPPYG00000018364 ENSMMUG00000012043
ENSG00000139154 ENSPTRG00000004747 ENSGGOG00000002023 ENSPPYG00000004345 ENSMMUG00000016243
ENSG00000018699 ENSPTRG00000011820 ENSGGOG00000012734 ENSPPYG00000012503 ENSMMUG00000009372
ENSG00000113790 ENSPTRG00000015699 ENSGGOG00000007702 ENSPPYG00000014364 ENSMMUG00000005531
ENSG00000205629 ENSPTRG00000031247 ENSGGOG00000008051 ENSPPYG00000007205 ENSMMUG00000005942
ENSG00000184814 ENSPTRG00000015455 ENSGGOG00000027421 ENSPPYG00000014152 ENSMMUG00000022336
ENSG00000138085 ENSPTRG00000011755 ENSGGOG00000011612 ENSPPYG00000012558 ENSMMUG00000010263
ENSG00000162642 ENSPTRG00000000913 ENSGGOG00000027688 ENSPPYG00000001195 ENSMMUG00000010020
ENSG00000185873 ENSPTRG00000016104 ENSGGOG00000025912 ENSPPYG00000014727 ENSMMUG00000000133
ENSG00000103241 ENSPTRG00000008439 ENSGGOG00000025357 ENSPPYG00000007623 ENSMMUG00000019503
ENSG00000166887 ENSPTRG00000006971 ENSGGOG00000000372 ENSPPYG00000006391 ENSMMUG00000014511
ENSG00000079841 ENSPTRG00000018337 ENSGGOG00000003628 ENSPPYG00000016768 ENSMMUG00000010345
ENSG00000174684 ENSPTRG00000003921 ENSGGOG00000010525 ENSPPYG00000004108 ENSMMUG00000015992
ENSG00000065665 ENSPTRG00000002293 ENSGGOG00000008875 ENSPPYG00000002090 ENSMMUG00000017139
ENSG00000196684 ENSPTRG00000023880 ENSGGOG00000000044 ENSPPYG00000009683 ENSMMUG00000028856
ENSG00000134668 ENSPTRG00000000466 ENSGGOG00000016748 ENSPPYG00000001608 ENSMMUG00000005466
ENSG00000113384 ENSPTRG00000016768 ENSGGOG00000027544 ENSPPYG00000015373 ENSMMUG00000013957
ENSG00000163683 ENSPTRG00000015997 ENSGGOG00000026483 ENSPPYG00000014678 ENSMMUG00000020324
ENSG00000118418 ENSPTRG00000018366 ENSGGOG00000006910 ENSPPYG00000016791 ENSMMUG00000004351
ENSG00000133193 ENSPTRG00000009596 ENSGGOG00000014626 ENSPPYG00000008587 ENSMMUG00000001268
ENSG00000151657 ENSPTRG00000002276 ENSGGOG00000009714 ENSPPYG00000002075 ENSMMUG00000009206
ENSG00000182533 ENSPTRG00000014581 ENSGGOG00000000136 ENSPPYG00000013690 ENSMMUG00000009700
ENSG00000152591 ENSPTRG00000016261 ENSGGOG00000024325 ENSPPYG00000014916 ENSMMUG00000010097
ENSG00000144810 ENSPTRG00000034541 ENSGGOG00000014119 ENSPPYG00000013608 ENSMMUG00000002935
ENSG00000137310 ENSPTRG00000017952 ENSGGOG00000011196 ENSPPYG00000017209 ENSMMUG00000015682
ENSG00000156928 ENSPTRG00000018985 ENSGGOG00000010277 ENSPPYG00000017731 ENSMMUG00000004841
ENSG00000198840 ENSPTRG00000028139 ENSGGOG00000026757 ENSPPYG00000020964 ENSMMUG00000028680
ENSG00000163291 ENSPTRG00000016204 ENSGGOG00000007996 ENSPPYG00000014874 ENSMMUG00000014501
ENSG00000172037 ENSPTRG00000014912 ENSGGOG00000014907 ENSPPYG00000013880 ENSMMUG00000002952
ENSG00000125285 ENSPTRG00000005969 ENSGGOG00000003177 ENSPPYG00000005446 ENSMMUG00000009578
ENSG00000153498 ENSPTRG00000006045 ENSGGOG00000026063 ENSPPYG00000005513 ENSMMUG00000013615
ENSG00000167178 ENSPTRG00000024147 ENSGGOG00000002883 ENSPPYG00000006633 ENSMMUG00000001835
ENSG00000180011 ENSPTRG00000010119 ENSGGOG00000007319 ENSPPYG00000009247 ENSMMUG00000014915
ENSG00000145740 ENSPTRG00000016941 ENSGGOG00000015127 ENSPPYG00000015521 ENSMMUG00000018143
ENSG00000148690 ENSPTRG00000002770 ENSGGOG00000010770 ENSPPYG00000002495 ENSMMUG00000014715
ENSG00000145365 ENSPTRG00000016374 ENSGGOG00000013968 ENSPPYG00000015006 ENSMMUG00000015589
ENSG00000114738 ENSPTRG00000014968 ENSGGOG00000014937 ENSPPYG00000013835 ENSMMUG00000010495
ENSG00000076685 ENSPTRG00000002905 ENSGGOG00000013257 ENSPPYG00000002616 ENSMMUG00000003749
ENSG00000108244 ENSPTRG00000009137 ENSGGOG00000025840 ENSPPYG00000008447 ENSMMUG00000001505
ENSG00000186051 ENSPTRG00000021225 ENSGGOG00000006780 ENSPPYG00000019473 ENSMMUG00000002671
ENSG00000027075 ENSPTRG00000006418 ENSGGOG00000008357 ENSPPYG00000005880 ENSMMUG00000002260
ENSG00000196391 ENSPTRG00000023856 ENSGGOG00000026972 ENSPPYG00000006781 ENSMMUG00000020107
ENSG00000033178 ENSPTRG00000016099 ENSGGOG00000014742 ENSPPYG00000014733 ENSMMUG00000003776
ENSG00000132182 ENSPTRG00000014640 ENSGGOG00000015096 ENSPPYG00000013394 ENSMMUG00000015979
ENSG00000116473 ENSPTRG00000001102 ENSGGOG00000003037 ENSPPYG00000001028 ENSMMUG00000014486
ENSG00000102904 ENSPTRG00000008245 ENSGGOG00000001452 ENSPPYG00000007469 ENSMMUG00000007803
ENSG00000181904 ENSPTRG00000017250 ENSGGOG00000023690 ENSPPYG00000015793 ENSMMUG00000004013
ENSG00000056736 ENSPTRG00000015028 ENSGGOG00000001799 ENSPPYG00000013785 ENSMMUG00000019267
ENSG00000052126 ENSPTRG00000004746 ENSGGOG00000003917 ENSPPYG00000004344 ENSMMUG00000016550
ENSG00000179933 ENSPTRG00000006161 ENSGGOG00000025103 ENSPPYG00000005658 ENSMMUG00000012978
ENSG00000127995 ENSPTRG00000019410 ENSGGOG00000013491 ENSPPYG00000017808 ENSMMUG00000016393
ENSG00000127824 ENSPTRG00000012949 ENSGGOG00000023578 ENSPPYG00000013203 ENSMMUG00000019628
ENSG00000166295 ENSPTRG00000002610 ENSGGOG00000007567 ENSPPYG00000002355 ENSMMUG00000015600
ENSG00000173068 ENSPTRG00000020789 ENSGGOG00000004532 ENSPPYG00000019203 ENSMMUG00000001141
ENSG00000186340 ENSPTRG00000018816 ENSGGOG00000002892 ENSPPYG00000017264 ENSMMUG00000023631
ENSG00000143452 ENSPTRG00000001263 ENSGGOG00000004337 ENSPPYG00000000891 ENSMMUG00000010669
ENSG00000102241 ENSPTRG00000022315 ENSGGOG00000026072 ENSPPYG00000020765 ENSMMUG00000006450
ENSG00000114902 ENSPTRG00000015011 ENSGGOG00000028027 ENSPPYG00000013798 ENSMMUG00000017370
ENSG00000173391 ENSPTRG00000004668 ENSGGOG00000013210 ENSPPYG00000004267 ENSMMUG00000002191
ENSG00000139648 ENSPTRG00000004982 ENSGGOG00000003132 ENSPPYG00000004550 ENSMMUG00000014400
ENSG00000173826 ENSPTRG00000009514 ENSGGOG00000016845 ENSPPYG00000008524 ENSMMUG00000005183
ENSG00000167900 ENSPTRG00000009704 ENSGGOG00000007026 ENSPPYG00000008685 ENSMMUG00000021867
ENSG00000184897 ENSPTRG00000015374 ENSGGOG00000016927 ENSPPYG00000013420 ENSMMUG00000013171
ENSG00000150637 ENSPTRG00000010102 ENSGGOG00000006047 ENSPPYG00000009232 ENSMMUG00000009241
ENSG00000166405 ENSPTRG00000003328 ENSGGOG00000003742 ENSPPYG00000003509 ENSMMUG00000015016
ENSG00000178473 ENSPTRG00000030014 ENSGGOG00000016806 ENSPPYG00000002055 ENSMMUG00000017441
ENSG00000186298 ENSPTRG00000005448 ENSGGOG00000011663 ENSPPYG00000004955 ENSMMUG00000013664
ENSG00000198276 ENSPTRG00000013761 ENSGGOG00000002083 ENSPPYG00000011253 ENSMMUG00000015551
ENSG00000113658 ENSPTRG00000024030 ENSGGOG00000023966 ENSPPYG00000015808 ENSMMUG00000000340
ENSG00000166135 ENSPTRG00000002852 ENSGGOG00000004308 ENSPPYG00000002571 ENSMMUG00000006637
ENSG00000196099 ENSPTRG00000028374 ENSGGOG00000013732 ENSPPYG00000004116 ENSMMUG00000004031
ENSG00000184313 ENSPTRG00000000773 ENSGGOG00000010364 ENSPPYG00000001313 ENSMMUG00000032086
ENSG00000140090 ENSPTRG00000006652 ENSGGOG00000008151 ENSPPYG00000006077 ENSMMUG00000013960
ENSG00000174429 ENSPTRG00000020502 ENSGGOG00000016286 ENSPPYG00000018816 ENSMMUG00000017850
ENSG00000106078 ENSPTRG00000019192 ENSGGOG00000009530 ENSPPYG00000017556 ENSMMUG00000000246
ENSG00000173511 ENSPTRG00000003825 ENSGGOG00000012193 ENSPPYG00000003113 ENSMMUG00000012944
ENSG00000138814 ENSPTRG00000016315 ENSGGOG00000006762 ENSPPYG00000014960 ENSMMUG00000004599
ENSG00000143633 ENSPTRG00000002106 ENSGGOG00000003443 ENSPPYG00000010619 ENSMMUG00000005803
ENSG00000128833 ENSPTRG00000007085 ENSGGOG00000013502 ENSPPYG00000006485 ENSMMUG00000007504
ENSG00000180433 ENSPTRG00000001513 ENSGGOG00000007577 ENSPPYG00000000670 ENSMMUG00000018449
ENSG00000122035 ENSPTRG00000005729 ENSGGOG00000008785 ENSPPYG00000005234 ENSMMUG00000007889
ENSG00000011485 ENSPTRG00000011181 ENSGGOG00000007562 ENSPPYG00000010148 ENSMMUG00000000217
ENSG00000101216 ENSPTRG00000013744 ENSGGOG00000008653 ENSPPYG00000011242 ENSMMUG00000006168
ENSG00000149483 ENSPTRG00000003740 ENSGGOG00000004077 ENSPPYG00000003190 ENSMMUG00000022373
ENSG00000129596 ENSPTRG00000017153 ENSGGOG00000016315 ENSPPYG00000015698 ENSMMUG00000015283
ENSG00000197622 ENSPTRG00000023156 ENSGGOG00000008215 ENSPPYG00000000880 ENSMMUG00000010074
ENSG00000134443 ENSPTRG00000010057 ENSGGOG00000002670 ENSPPYG00000009191 ENSMMUG00000007584
ENSG00000169575 ENSPTRG00000014125 ENSGGOG00000016468 ENSPPYG00000012016 ENSMMUG00000023195
ENSG00000164113 ENSPTRG00000016417 ENSGGOG00000004388 ENSPPYG00000015042 ENSMMUG00000004572
ENSG00000166825 ENSPTRG00000007441 ENSGGOG00000005686 ENSPPYG00000006772 ENSMMUG00000014983
ENSG00000196961 ENSPTRG00000011315 ENSGGOG00000010141 ENSPPYG00000010262 ENSMMUG00000011612
