Human Chimpanzee Gorilla Orangutan Macaque Mouse Opossum Platypus Chicken
ENSG00000184207 ENSPTRG00000007639 ENSGGOG00000022576 ENSPPYG00000006993 ENSMMUG00000019234 ENSMUSG00000043445 ENSMODG00000022948 ENSOANG00000005774 ENSGALG00000005888
ENSG00000077458 ENSPTRG00000004193 ENSGGOG00000013409 ENSPPYG00000003789 ENSMMUG00000014792 ENSMUSG00000037808 ENSMODG00000000139 ENSOANG00000010502 ENSGALG00000017202
ENSG00000124253 ENSPTRG00000013664 ENSGGOG00000010993 ENSPPYG00000011164 ENSMMUG00000022586 ENSMUSG00000027513 ENSMODG00000016512 ENSOANG00000009261 ENSGALG00000007636
ENSG00000131242 ENSPTRG00000008974 ENSGGOG00000001071 ENSPPYG00000008152 ENSMMUG00000008127 ENSMUSG00000017639 ENSMODG00000019209 ENSOANG00000010296 ENSGALG00000003227
ENSG00000154227 ENSPTRG00000007502 ENSGGOG00000007168 ENSPPYG00000006820 ENSMMUG00000016498 ENSMUSG00000030510 ENSMODG00000012165 ENSOANG00000007333 ENSGALG00000014624
ENSG00000006747 ENSPTRG00000018941 ENSGGOG00000015597 ENSPPYG00000017773 ENSMMUG00000000880 ENSMUSG00000002565 ENSMODG00000014211 ENSOANG00000005761 ENSGALG00000010770
ENSG00000118246 ENSPTRG00000012848 ENSGGOG00000002062 ENSPPYG00000013112 ENSMMUG00000017735 ENSMUSG00000025962 ENSMODG00000015997 ENSOANG00000020472 ENSGALG00000008529
ENSG00000198756 ENSPTRG00000022688 ENSGGOG00000013352 ENSPPYG00000000422 ENSMMUG00000016405 ENSMUSG00000032649 ENSMODG00000007299 ENSOANG00000001004 ENSGALG00000004775
ENSG00000143125 ENSPTRG00000001080 ENSGGOG00000008418 ENSPPYG00000001048 ENSMMUG00000019217 ENSMUSG00000070368 ENSMODG00000001686 ENSOANG00000004023 ENSGALG00000000422
ENSG00000100211 ENSPTRG00000014373 ENSGGOG00000013226 ENSPPYG00000011823 ENSMMUG00000017680 ENSMUSG00000022428 ENSMODG00000009638 ENSOANG00000010574 ENSGALG00000012218
ENSG00000125246 ENSPTRG00000005998 ENSGGOG00000006508 ENSPPYG00000005469 ENSMMUG00000003558 ENSMUSG00000025545 ENSMODG00000007746 ENSOANG00000006991 ENSGALG00000016875
ENSG00000100401 ENSPTRG00000023600 ENSGGOG00000013473 ENSPPYG00000011865 ENSMMUG00000014166 ENSMUSG00000022391 ENSMODG00000013097 ENSOANG00000013941 ENSGALG00000011966
ENSG00000196586 ENSPTRG00000023525 ENSGGOG00000011400 ENSPPYG00000016785 ENSMMUG00000005032 ENSMUSG00000033577 ENSMODG00000018489 ENSOANG00000000943 ENSGALG00000015898
ENSG00000128340 ENSPTRG00000014331 ENSGGOG00000010612 ENSPPYG00000011791 ENSMMUG00000018854 ENSMUSG00000033220 ENSMODG00000000635 ENSOANG00000013618 ENSGALG00000012456
ENSG00000114248 ENSPTRG00000015608 ENSGGOG00000007988 ENSPPYG00000014283 ENSMMUG00000021889 ENSMUSG00000074653 ENSMODG00000016102 ENSOANG00000003718 ENSGALG00000023616
ENSG00000185761 ENSPTRG00000023147 ENSGGOG00000011619 ENSPPYG00000009322 ENSMMUG00000003815 ENSMUSG00000043822 ENSMODG00000005039 ENSOANG00000021927 ENSGALG00000024298
ENSG00000181355 ENSPTRG00000017711 ENSGGOG00000006522 ENSPPYG00000016217 ENSMMUG00000000447 ENSMUSG00000047094 ENSMODG00000010252 ENSOANG00000007182 ENSGALG00000022976
ENSG00000133019 ENSPTRG00000002155 ENSGGOG00000007444 ENSPPYG00000000076 ENSMMUG00000021442 ENSMUSG00000046159 ENSMODG00000024652 ENSOANG00000010278 ENSGALG00000010778
ENSG00000100360 ENSPTRG00000014316 ENSGGOG00000010302 ENSPPYG00000011777 ENSMMUG00000008775 ENSMUSG00000016637 ENSMODG00000000790 ENSOANG00000015017 ENSGALG00000012523
ENSG00000147647 ENSPTRG00000020496 ENSGGOG00000000248 ENSPPYG00000018812 ENSMMUG00000010761 ENSMUSG00000022304 ENSMODG00000005434 ENSOANG00000020381 ENSGALG00000016076
ENSG00000113905 ENSPTRG00000015716 ENSGGOG00000024591 ENSPPYG00000014382 ENSMMUG00000018910 ENSMUSG00000022877 ENSMODG00000015877 ENSOANG00000000655 ENSGALG00000008646
ENSG00000196503 ENSPTRG00000023347 ENSGGOG00000006178 ENSPPYG00000014751 ENSMMUG00000017785 ENSMUSG00000063820 ENSMODG00000020699 ENSOANG00000008561 ENSGALG00000020184
ENSG00000005249 ENSPTRG00000019574 ENSGGOG00000003923 ENSPPYG00000017897 ENSMMUG00000015404 ENSMUSG00000002997 ENSMODG00000016378 ENSOANG00000003166 ENSGALG00000008060
ENSG00000163297 ENSPTRG00000016207 ENSGGOG00000023286 ENSPPYG00000014877 ENSMMUG00000003333 ENSMUSG00000029338 ENSMODG00000020794 ENSOANG00000003568 ENSGALG00000010892
ENSG00000069966 ENSPTRG00000007084 ENSGGOG00000001028 ENSPPYG00000006484 ENSMMUG00000017374 ENSMUSG00000032192 ENSMODG00000001948 ENSOANG00000013928 ENSGALG00000004678
ENSG00000122140 ENSPTRG00000021537 ENSGGOG00000013400 ENSPPYG00000019758 ENSMMUG00000021597 ENSMUSG00000035772 ENSMODG00000017608 ENSOANG00000020558 ENSGALG00000021535
ENSG00000163453 ENSPTRG00000016090 ENSGGOG00000016249 ENSPPYG00000014742 ENSMMUG00000014011 ENSMUSG00000036256 ENSMODG00000020706 ENSOANG00000015330 ENSGALG00000011339
ENSG00000185278 ENSPTRG00000001700 ENSGGOG00000000324 ENSPPYG00000000492 ENSMMUG00000022801 ENSMUSG00000043467 ENSMODG00000004228 ENSOANG00000000922 ENSGALG00000004597
ENSG00000084112 ENSPTRG00000005410 ENSGGOG00000000979 ENSPPYG00000004924 ENSMMUG00000015107 ENSMUSG00000042121 ENSMODG00000002804 ENSOANG00000008799 ENSGALG00000004928
ENSG00000115474 ENSPTRG00000013046 ENSGGOG00000008817 ENSPPYG00000013285 ENSMMUG00000021831 ENSMUSG00000079436 ENSMODG00000010561 ENSOANG00000007779 ENSGALG00000001490
ENSG00000179242 ENSPTRG00000013693 ENSGGOG00000000182 ENSPPYG00000011193 ENSMMUG00000012314 ENSMUSG00000000305 ENSMODG00000016675 ENSOANG00000003373 ENSGALG00000005102
ENSG00000154175 ENSPTRG00000015166 ENSGGOG00000005715 ENSPPYG00000013596 ENSMMUG00000002865 ENSMUSG00000035258 ENSMODG00000002010 ENSOANG00000007515 ENSGALG00000015307
ENSG00000163820 ENSPTRG00000014842 ENSGGOG00000004777 ENSPPYG00000013939 ENSMMUG00000023585 ENSMUSG00000025241 ENSMODG00000011432 ENSOANG00000006790 ENSGALG00000011737
ENSG00000198915 ENSPTRG00000002444 ENSGGOG00000004902 ENSPPYG00000002210 ENSMMUG00000015406 ENSMUSG00000030134 ENSMODG00000001262 ENSOANG00000003170 ENSGALG00000002525
ENSG00000109771 ENSPTRG00000016650 ENSGGOG00000002817 ENSPPYG00000015245 ENSMMUG00000003519 ENSMUSG00000031637 ENSMODG00000004698 ENSOANG00000012291 ENSGALG00000010604
ENSG00000132356 ENSPTRG00000016821 ENSGGOG00000027961 ENSPPYG00000015421 ENSMMUG00000023806 ENSMUSG00000050697 ENSMODG00000020303 ENSOANG00000004087 ENSGALG00000014832
ENSG00000139200 ENSPTRG00000004585 ENSGGOG00000016057 ENSPPYG00000004197 ENSMMUG00000016994 ENSMUSG00000030329 ENSMODG00000018107 ENSOANG00000003859 ENSGALG00000014466
ENSG00000135972 ENSPTRG00000012310 ENSGGOG00000007751 ENSPPYG00000012119 ENSMMUG00000019682 ENSMUSG00000060679 ENSMODG00000002479 ENSOANG00000012373 ENSGALG00000016794
ENSG00000119720 ENSPTRG00000023399 ENSGGOG00000008835 ENSPPYG00000006245 ENSMMUG00000010442 ENSMUSG00000021179 ENSMODG00000002711 ENSOANG00000021759 ENSGALG00000010677
ENSG00000102104 ENSPTRG00000021713 ENSGGOG00000023949 ENSPPYG00000020167 ENSMMUG00000005065 ENSMUSG00000031293 ENSMODG00000017136 ENSOANG00000005828 ENSGALG00000016523
ENSG00000136931 ENSPTRG00000021357 ENSGGOG00000008994 ENSPPYG00000019599 ENSMMUG00000014111 ENSMUSG00000026751 ENSMODG00000019746 ENSOANG00000012920 ENSGALG00000001080
ENSG00000179674 ENSPTRG00000015583 ENSGGOG00000005185 ENSPPYG00000014260 ENSMMUG00000031560 ENSMUSG00000027783 ENSMODG00000024630 ENSOANG00000009134 ENSGALG00000009542
ENSG00000091428 ENSPTRG00000012643 ENSGGOG00000009121 ENSPPYG00000012938 ENSMMUG00000020792 ENSMUSG00000049044 ENSMODG00000009089 ENSOANG00000008592 ENSGALG00000009357
ENSG00000135968 ENSPTRG00000012327 ENSGGOG00000022411 ENSPPYG00000012136 ENSMMUG00000022844 ENSMUSG00000038039 ENSMODG00000002829 ENSOANG00000005702 ENSGALG00000016806
ENSG00000115216 ENSPTRG00000011769 ENSGGOG00000001057 ENSPPYG00000012546 ENSMMUG00000005091 ENSMUSG00000029148 ENSMODG00000015637 ENSOANG00000013293 ENSGALG00000016512
ENSG00000008196 ENSPTRG00000018269 ENSGGOG00000014613 ENSPPYG00000016700 ENSMMUG00000002869 ENSMUSG00000025927 ENSMODG00000018831 ENSOANG00000003130 ENSGALG00000016680
ENSG00000188677 ENSPTRG00000014480 ENSGGOG00000008719 ENSPPYG00000011919 ENSMMUG00000015448 ENSMUSG00000022438 ENSMODG00000006178 ENSOANG00000015231 ENSGALG00000014201
ENSG00000097033 ENSPTRG00000000925 ENSGGOG00000014022 ENSPPYG00000001185 ENSMMUG00000013487 ENSMUSG00000037062 ENSMODG00000008125 ENSOANG00000008450 ENSGALG00000006284
ENSG00000119408 ENSPTRG00000021352 ENSGGOG00000012155 ENSPPYG00000019594 ENSMMUG00000007354 ENSMUSG00000026749 ENSMODG00000019741 ENSOANG00000000382 ENSGALG00000001118
ENSG00000100473 ENSPTRG00000006237 ENSGGOG00000025198 ENSPPYG00000005721 ENSMMUG00000011514 ENSMUSG00000020953 ENSMODG00000017567 ENSOANG00000014025 ENSGALG00000009920
ENSG00000146072 ENSPTRG00000018243 ENSGGOG00000013477 ENSPPYG00000016676 ENSMMUG00000011905 ENSMUSG00000023915 ENSMODG00000018876 ENSOANG00000008278 ENSGALG00000016719
ENSG00000141665 ENSPTRG00000010109 ENSGGOG00000013486 ENSPPYG00000009238 ENSMMUG00000023298 ENSMUSG00000034391 ENSMODG00000012399 ENSOANG00000010741 ENSGALG00000013720
ENSG00000172954 ENSPTRG00000011801 ENSGGOG00000024997 ENSPPYG00000012518 ENSMMUG00000013902 ENSMUSG00000054469 ENSMODG00000015522 ENSOANG00000008243 ENSGALG00000009056
ENSG00000071991 ENSPTRG00000010095 ENSGGOG00000024756 ENSPPYG00000009227 ENSMMUG00000013529 ENSMUSG00000047216 ENSMODG00000021408 ENSOANG00000014968 ENSGALG00000013775
ENSG00000167210 ENSPTRG00000009995 ENSGGOG00000005588 ENSPPYG00000009134 ENSMMUG00000017246 ENSMUSG00000032818 ENSMODG00000003285 ENSOANG00000014833 ENSGALG00000001787
ENSG00000005700 ENSPTRG00000018375 ENSGGOG00000016682 ENSPPYG00000016799 ENSMMUG00000010749 ENSMUSG00000035941 ENSMODG00000018400 ENSOANG00000001284 ENSGALG00000015864
ENSG00000101342 ENSPTRG00000013466 ENSGGOG00000011327 ENSPPYG00000010977 ENSMMUG00000002089 ENSMUSG00000074628 ENSMODG00000001289 ENSOANG00000020468 ENSGALG00000024073
ENSG00000148702 ENSPTRG00000002950 ENSGGOG00000002294 ENSPPYG00000002662 ENSMMUG00000001207 ENSMUSG00000025075 ENSMODG00000010089 ENSOANG00000001578 ENSGALG00000008905
ENSG00000198759 ENSPTRG00000023831 ENSGGOG00000012812 ENSPPYG00000020130 ENSMMUG00000022615 ENSMUSG00000000402 ENSMODG00000017323 ENSOANG00000002610 ENSGALG00000016584
ENSG00000181904 ENSPTRG00000017250 ENSGGOG00000023690 ENSPPYG00000015793 ENSMMUG00000004013 ENSMUSG00000045767 ENSMODG00000014344 ENSOANG00000001844 ENSGALG00000006371
ENSG00000070718 ENSPTRG00000020200 ENSGGOG00000002072 ENSPPYG00000018548 ENSMMUG00000014431 ENSMUSG00000031539 ENSMODG00000010261 ENSOANG00000000715 ENSGALG00000003659
ENSG00000141699 ENSPTRG00000009210 ENSGGOG00000010893 ENSPPYG00000008385 ENSMMUG00000016796 ENSMUSG00000017802 ENSMODG00000014932 ENSOANG00000013342 ENSGALG00000003162
ENSG00000146678 ENSPTRG00000019165 ENSGGOG00000010713 ENSPPYG00000017577 ENSMMUG00000013765 ENSMUSG00000020429 ENSMODG00000009537 ENSOANG00000001500 ENSGALG00000012437
ENSG00000183723 ENSPTRG00000008199 ENSGGOG00000013881 ENSPPYG00000007425 ENSMMUG00000020848 ENSMUSG00000051578 ENSMODG00000006885 ENSOANG00000022603 ENSGALG00000005251
ENSG00000113851 ENSPTRG00000014565 ENSGGOG00000008850 ENSPPYG00000013701 ENSMMUG00000017986 ENSMUSG00000005362 ENSMODG00000004403 ENSOANG00000007513 ENSGALG00000008274
ENSG00000075568 ENSPTRG00000012260 ENSGGOG00000001521 ENSPPYG00000012081 ENSMMUG00000011428 ENSMUSG00000026116 ENSMODG00000001070 ENSOANG00000007104 ENSGALG00000016751
ENSG00000152749 ENSPTRG00000005968 ENSGGOG00000026438 ENSPPYG00000005445 ENSMMUG00000013059 ENSMUSG00000022131 ENSMODG00000009336 ENSOANG00000014919 ENSGALG00000016897
ENSG00000100565 ENSPTRG00000006570 ENSGGOG00000010758 ENSPPYG00000006015 ENSMMUG00000022904 ENSMUSG00000059114 ENSMODG00000005536 ENSOANG00000010590 ENSGALG00000010378
ENSG00000006740 ENSPTRG00000008787 ENSGGOG00000015831 ENSPPYG00000007996 ENSMMUG00000022515 ENSMUSG00000033389 ENSMODG00000008107 ENSOANG00000009395 ENSGALG00000001311
ENSG00000157107 ENSPTRG00000016973 ENSGGOG00000022902 ENSPPYG00000015546 ENSMMUG00000015422 ENSMUSG00000041685 ENSMODG00000001742 ENSOANG00000015784 ENSGALG00000015019
ENSG00000130695 ENSPTRG00000000378 ENSGGOG00000000605 ENSPPYG00000001690 ENSMMUG00000000644 ENSMUSG00000037443 ENSMODG00000014186 ENSOANG00000006306 ENSGALG00000021697
ENSG00000025039 ENSPTRG00000018420 ENSGGOG00000024195 ENSPPYG00000016841 ENSMMUG00000015262 ENSMUSG00000028278 ENSMODG00000018275 ENSOANG00000004170 ENSGALG00000015771
ENSG00000132424 ENSPTRG00000018442 ENSGGOG00000012944 ENSPPYG00000025884 ENSMMUG00000005925 ENSMUSG00000028248 ENSMODG00000018115 ENSOANG00000008936 ENSGALG00000015483
ENSG00000102468 ENSPTRG00000005858 ENSGGOG00000007176 ENSPPYG00000005351 ENSMMUG00000004210 ENSMUSG00000034997 ENSMODG00000011274 ENSOANG00000015564 ENSGALG00000016992
ENSG00000100503 ENSPTRG00000006335 ENSGGOG00000005976 ENSPPYG00000005806 ENSMMUG00000014658 ENSMUSG00000021068 ENSMODG00000013128 ENSOANG00000013969 ENSGALG00000012361
ENSG00000105072 ENSPTRG00000010646 ENSGGOG00000016339 ENSPPYG00000009690 ENSMMUG00000028852 ENSMUSG00000052794 ENSMODG00000014929 ENSOANG00000007244 ENSGALG00000021883
ENSG00000130787 ENSPTRG00000005586 ENSGGOG00000004939 ENSPPYG00000005075 ENSMMUG00000015221 ENSMUSG00000000915 ENSMODG00000012341 ENSOANG00000006185 ENSGALG00000003790
ENSG00000153347 ENSPTRG00000017082 ENSGGOG00000013826 ENSPPYG00000015637 ENSMMUG00000010632 ENSMUSG00000078966 ENSMODG00000020109 ENSOANG00000011063 ENSGALG00000014669
ENSG00000198723 ENSPTRG00000010390 ENSGGOG00000007773 ENSPPYG00000009475 ENSMMUG00000011387 ENSMUSG00000040340 ENSMODG00000015111 ENSOANG00000004760 ENSGALG00000024264
ENSG00000138639 ENSPTRG00000016243 ENSGGOG00000006266 ENSPPYG00000014906 ENSMMUG00000008341 ENSMUSG00000057315 ENSMODG00000020771 ENSOANG00000006226 ENSGALG00000011124
ENSG00000100596 ENSPTRG00000006584 ENSGGOG00000011886 ENSPPYG00000006028 ENSMMUG00000013556 ENSMUSG00000021036 ENSMODG00000005287 ENSOANG00000010607 ENSGALG00000010482
ENSG00000165091 ENSPTRG00000021022 ENSGGOG00000011002 ENSPPYG00000019291 ENSMMUG00000012503 ENSMUSG00000024749 ENSMODG00000002591 ENSOANG00000013136 ENSGALG00000015145
ENSG00000111877 ENSPTRG00000018553 ENSGGOG00000004084 ENSPPYG00000016969 ENSMMUG00000008525 ENSMUSG00000058298 ENSMODG00000017791 ENSOANG00000008808 ENSGALG00000014883
ENSG00000109572 ENSPTRG00000016589 ENSGGOG00000014250 ENSPPYG00000015192 ENSMMUG00000010228 ENSMUSG00000004319 ENSMODG00000003024 ENSOANG00000007442 ENSGALG00000009674
ENSG00000169599 ENSPTRG00000012016 ENSGGOG00000014905 ENSPPYG00000012339 ENSMMUG00000000435 ENSMUSG00000029993 ENSMODG00000011805 ENSOANG00000010406 ENSGALG00000000033
ENSG00000170540 ENSPTRG00000007824 ENSGGOG00000002902 ENSPPYG00000007140 ENSMMUG00000018491 ENSMUSG00000030654 ENSMODG00000005944 ENSOANG00000012228 ENSGALG00000006780
ENSG00000127377 ENSPTRG00000019887 ENSGGOG00000014669 ENSPPYG00000018195 ENSMMUG00000006249 ENSMUSG00000038135 ENSMODG00000004555 ENSOANG00000006172 ENSGALG00000006189
ENSG00000146409 ENSPTRG00000018616 ENSGGOG00000007215 ENSPPYG00000017019 ENSMMUG00000013236 ENSMUSG00000037455 ENSMODG00000017522 ENSOANG00000022303 ENSGALG00000019961
ENSG00000135697 ENSPTRG00000008389 ENSGGOG00000000237 ENSPPYG00000007587 ENSMMUG00000000720 ENSMUSG00000031845 ENSMODG00000015217 ENSOANG00000009859 ENSGALG00000005408
ENSG00000066557 ENSPTRG00000000850 ENSGGOG00000000470 ENSPPYG00000001246 ENSMMUG00000021921 ENSMUSG00000063052 ENSMODG00000000604 ENSOANG00000015526 ENSGALG00000011301
ENSG00000070882 ENSPTRG00000018995 ENSGGOG00000010510 ENSPPYG00000017720 ENSMMUG00000016939 ENSMUSG00000029822 ENSMODG00000000723 ENSOANG00000008434 ENSGALG00000011007
ENSG00000138018 ENSPTRG00000011735 ENSGGOG00000000006 ENSPPYG00000012580 ENSMMUG00000014287 ENSMUSG00000075703 ENSMODG00000015800 ENSOANG00000000523 ENSGALG00000016560
ENSG00000113638 ENSPTRG00000016820 ENSGGOG00000005833 ENSPPYG00000015420 ENSMMUG00000023805 ENSMUSG00000022151 ENSMODG00000020305 ENSOANG00000005276 ENSGALG00000014826
ENSG00000183770 ENSPTRG00000015453 ENSGGOG00000024690 ENSPPYG00000014148 ENSMMUG00000031521 ENSMUSG00000050397 ENSMODG00000018597 ENSOANG00000000312 ENSGALG00000021009
ENSG00000177076 ENSPTRG00000020804 ENSGGOG00000003851 ENSPPYG00000019192 ENSMMUG00000017774 ENSMUSG00000038007 ENSMODG00000004078 ENSOANG00000014363 ENSGALG00000015081
ENSG00000162639 ENSPTRG00000001031 ENSGGOG00000004437 ENSPPYG00000001093 ENSMMUG00000009431 ENSMUSG00000045662 ENSMODG00000002361 ENSOANG00000020963 ENSGALG00000001959
ENSG00000125772 ENSPTRG00000013228 ENSGGOG00000011512 ENSPPYG00000010687 ENSMMUG00000001809 ENSMUSG00000027346 ENSMODG00000003735 ENSOANG00000008396 ENSGALG00000009130
ENSG00000140497 ENSPTRG00000007286 ENSGGOG00000002693 ENSPPYG00000006649 ENSMMUG00000012974 ENSMUSG00000040188 ENSMODG00000009273 ENSOANG00000020887 ENSGALG00000001689
ENSG00000166793 ENSPTRG00000003664 ENSGGOG00000028295 ENSPPYG00000003267 ENSMMUG00000012620 ENSMUSG00000034059 ENSMODG00000020105 ENSOANG00000011240 ENSGALG00000007374
ENSG00000165929 ENSPTRG00000006641 ENSGGOG00000009329 ENSPPYG00000006070 ENSMMUG00000011745 ENSMUSG00000021187 ENSMODG00000001937 ENSOANG00000003814 ENSGALG00000010738
ENSG00000130517 ENSPTRG00000010703 ENSGGOG00000013744 ENSPPYG00000009738 ENSMMUG00000004406 ENSMUSG00000056204 ENSMODG00000003455 ENSOANG00000009849 ENSGALG00000024273
ENSG00000143842 ENSPTRG00000001881 ENSGGOG00000012765 ENSPPYG00000000324 ENSMMUG00000008460 ENSMUSG00000070643 ENSMODG00000001192 ENSOANG00000014941 ENSGALG00000000583
ENSG00000074266 ENSPTRG00000004142 ENSGGOG00000007517 ENSPPYG00000003745 ENSMMUG00000019621 ENSMUSG00000030619 ENSMODG00000004253 ENSOANG00000008884 ENSGALG00000014060
ENSG00000122033 ENSPTRG00000005732 ENSGGOG00000008409 ENSPPYG00000005236 ENSMMUG00000009030 ENSMUSG00000016510 ENSMODG00000008962 ENSOANG00000009057 ENSGALG00000017097
ENSG00000151553 ENSPTRG00000002963 ENSGGOG00000026468 ENSPPYG00000002675 ENSMMUG00000015414 ENSMUSG00000033478 ENSMODG00000009713 ENSOANG00000001558 ENSGALG00000009083
ENSG00000133392 ENSPTRG00000007810 ENSGGOG00000014316 ENSPPYG00000007133 ENSMMUG00000010367 ENSMUSG00000018830 ENSMODG00000004360 ENSOANG00000005134 ENSGALG00000006520
ENSG00000089199 ENSPTRG00000013230 ENSGGOG00000008592 ENSPPYG00000010690 ENSMMUG00000013722 ENSMUSG00000027350 ENSMODG00000003761 ENSOANG00000008401 ENSGALG00000009155
ENSG00000188322 ENSPTRG00000007921 ENSGGOG00000000573 ENSPPYG00000007219 ENSMMUG00000000515 ENSMUSG00000042978 ENSMODG00000015518 ENSOANG00000008664 ENSGALG00000014179
ENSG00000197635 ENSPTRG00000024079 ENSGGOG00000005778 ENSPPYG00000012884 ENSMMUG00000008387 ENSMUSG00000035000 ENSMODG00000005432 ENSOANG00000006186 ENSGALG00000011110
ENSG00000087510 ENSPTRG00000013654 ENSGGOG00000000420 ENSPPYG00000011156 ENSMMUG00000009364 ENSMUSG00000028640 ENSMODG00000016445 ENSOANG00000009253 ENSGALG00000007690
ENSG00000127990 ENSPTRG00000019411 ENSGGOG00000003172 ENSPPYG00000017807 ENSMMUG00000016394 ENSMUSG00000004631 ENSMODG00000016722 ENSOANG00000004259 ENSGALG00000009670
ENSG00000145681 ENSPTRG00000017056 ENSGGOG00000028491 ENSPPYG00000015614 ENSMMUG00000011517 ENSMUSG00000021613 ENSMODG00000020249 ENSOANG00000014760 ENSGALG00000015627
ENSG00000058668 ENSPTRG00000001873 ENSGGOG00000010467 ENSPPYG00000000329 ENSMMUG00000021116 ENSMUSG00000026463 ENSMODG00000001137 ENSOANG00000001912 ENSGALG00000003601
ENSG00000120217 ENSPTRG00000020755 ENSGGOG00000008540 ENSPPYG00000019237 ENSMMUG00000012235 ENSMUSG00000016496 ENSMODG00000015352 ENSOANG00000010091 ENSGALG00000015031
ENSG00000118733 ENSPTRG00000001015 ENSGGOG00000017120 ENSPPYG00000001104 ENSMMUG00000006780 ENSMUSG00000027965 ENSMODG00000003347 ENSOANG00000013840 ENSGALG00000005203
ENSG00000187583 ENSPTRG00000030882 ENSGGOG00000007755 ENSPPYG00000010646 ENSMMUG00000015804 ENSMUSG00000078485 ENSMODG00000018645 ENSOANG00000022416 ENSGALG00000002121
ENSG00000117751 ENSPTRG00000000417 ENSGGOG00000012062 ENSPPYG00000001654 ENSMMUG00000006933 ENSMUSG00000028882 ENSMODG00000010718 ENSOANG00000008315 ENSGALG00000000729
ENSG00000087053 ENSPTRG00000004195 ENSGGOG00000010339 ENSPPYG00000003792 ENSMMUG00000014801 ENSMUSG00000031918 ENSMODG00000000116 ENSOANG00000010499 ENSGALG00000017200
ENSG00000183862 ENSPTRG00000022378 ENSGGOG00000012911 ENSPPYG00000020824 ENSMMUG00000016932 ENSMUSG00000005864 ENSMODG00000005819 ENSOANG00000008733 ENSGALG00000007282
ENSG00000128245 ENSPTRG00000014281 ENSGGOG00000006088 ENSPPYG00000011743 ENSMMUG00000009945 ENSMUSG00000018965 ENSMODG00000009856 ENSOANG00000003572 ENSGALG00000006743
ENSG00000071246 ENSPTRG00000006568 ENSGGOG00000017033 ENSPPYG00000006013 ENSMMUG00000018553 ENSMUSG00000021256 ENSMODG00000005568 ENSOANG00000010588 ENSGALG00000010368
ENSG00000188452 ENSPTRG00000012701 ENSGGOG00000003773 ENSPPYG00000012990 ENSMMUG00000015344 ENSMUSG00000075256 ENSMODG00000010384 ENSOANG00000003632 ENSGALG00000008910
ENSG00000186994 ENSPTRG00000010419 ENSGGOG00000000926 ENSPPYG00000009502 ENSMMUG00000016699 ENSMUSG00000042099 ENSMODG00000003881 ENSOANG00000010058 ENSGALG00000000621
ENSG00000124120 ENSPTRG00000013521 ENSGGOG00000004790 ENSPPYG00000011034 ENSMMUG00000013968 ENSMUSG00000017679 ENSMODG00000016211 ENSOANG00000006739 ENSGALG00000004244
ENSG00000074935 ENSPTRG00000018513 ENSGGOG00000004898 ENSPPYG00000016932 ENSMMUG00000012581 ENSMUSG00000019845 ENSMODG00000017887 ENSOANG00000011589 ENSGALG00000015017
ENSG00000083307 ENSPTRG00000020479 ENSGGOG00000004401 ENSPPYG00000018794 ENSMMUG00000020995 ENSMUSG00000022286 ENSMODG00000006048 ENSOANG00000004305 ENSGALG00000014208
ENSG00000132470 ENSPTRG00000009653 ENSGGOG00000009509 ENSPPYG00000008634 ENSMMUG00000022544 ENSMUSG00000020758 ENSMODG00000007605 ENSOANG00000015842 ENSGALG00000002389
ENSG00000059378 ENSPTRG00000019761 ENSGGOG00000000828 ENSPPYG00000018053 ENSMMUG00000004224 ENSMUSG00000038507 ENSMODG00000013713 ENSOANG00000008460 ENSGALG00000012788
ENSG00000116885 ENSPTRG00000000540 ENSGGOG00000007041 ENSPPYG00000001538 ENSMMUG00000020432 ENSMUSG00000042616 ENSMODG00000017817 ENSOANG00000002064 ENSGALG00000002123
ENSG00000065809 ENSPTRG00000002309 ENSGGOG00000027481 ENSPPYG00000002103 ENSMMUG00000017169 ENSMUSG00000026655 ENSMODG00000016919 ENSOANG00000015399 ENSGALG00000014047
ENSG00000180269 ENSPTRG00000031276 ENSGGOG00000005164 ENSPPYG00000007154 ENSMMUG00000029199 ENSMUSG00000066197 ENSMODG00000006637 ENSOANG00000014307 ENSGALG00000002019
ENSG00000115705 ENSPTRG00000011610 ENSGGOG00000004239 ENSPPYG00000012689 ENSMMUG00000009662 ENSMUSG00000020673 ENSMODG00000014296 ENSOANG00000009858 ENSGALG00000016370
